category	ID	term	count	genes	logFC	adj_pval	zscore
CC	GO:0005840	ribosome	43	AUG_V2A.13196	-0.927099678	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.18712	-0.781901433	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.11010	-1.023500741	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.04051	-0.603516282	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.23098	-0.606311812	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.14100	1.712260926	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.15259	1.862608119	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.05611	0.544432242	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.05187	-0.552291829	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.09262	-0.577594957	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.01786	-0.654026683	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.24730	-0.421598868	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.09432	-0.363218975	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.00213	-0.383062481	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.15940	0.729569072	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.06698	-1.003258543	6.679853714	-5.337449962
CC	GO:0005840	ribosome	43	AUG_V2A.12420	-0.362080975	6.679853714	-5.337449962
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.16371	-0.595213822	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.06821	0.355437814	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.00547	0.542267088	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.12935	0.275613946	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.21207	0.422297298	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01553	-0.25600118	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01062	-0.270836049	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.18094	-0.313454267	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.12710	-0.354443457	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.04011	-0.389282202	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.05078	-0.317785284	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.13860	-0.464030876	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.09549	-0.506960079	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.00697	-0.45029484	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.16496	-0.399664894	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.13262	-0.387574439	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11963	-0.567371376	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01949	-0.507912797	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.14990	-0.330473684	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.22924	-0.383917181	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.17925	-0.63644976	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01129	-0.490370675	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.17729	-0.650453371	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.04506	-0.354982983	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.19853	-0.475765166	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01194	-0.379916547	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.18407	-0.457428981	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.14677	-0.632800154	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.17320	-0.41713075	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.05222	-0.689317558	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.21177	0.396694441	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.08727	0.656602003	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.13126	1.061083486	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11510	-0.51138516	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.08501	-0.282376641	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.07697	-0.311192922	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11519	-0.452621063	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.13212	-0.765003522	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.06599	0.48951825	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.04267	-0.353973169	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.04901	0.394897327	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.08594	-0.422000536	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.06781	-1.314758435	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.03519	-0.340051575	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.10528	0.636618239	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.03188	-0.554788962	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.18179	1.499501198	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.19035	-0.660603729	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.08474	-0.474120643	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.13762	-0.387833701	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.05460	-0.662827857	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.14151	-0.290215013	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.12902	-0.327019262	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.22235	-0.886402138	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11468	-0.457672601	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.08291	-2.314628723	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01136	-0.465323366	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.19311	-0.51353823	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.23892	-0.492371075	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.02457	-0.343750743	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.01146	-0.710387403	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.19815	-0.350560553	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.18587	-0.537836985	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.14228	-0.443133446	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11419	0.934656403	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.11353	0.398017652	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.05298	-0.645992145	1.585391128	-5.093248126
BP	GO:0044283	small molecule biosynthetic process	68	AUG_V2A.05134	-0.472215828	1.585391128	-5.093248126
CC	GO:1905368	peptidase complex	25	AUG_V2A.11361	-0.285730563	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.13922	-0.236319111	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.19870	-0.283045542	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.21909	-0.364686352	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.04503	-0.390098345	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.00899	-0.493695718	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.22817	-0.394536309	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.10957	-0.414089824	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.20908	-0.326127764	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.05104	-0.471650686	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.07756	-0.609778293	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.24255	-0.431946477	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.22206	-0.503177528	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.01847	-0.547550616	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.08236	-0.398606167	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.02652	-0.428125301	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.19581	-0.470905862	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.18756	-0.591252671	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.19372	-0.314936622	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.06619	-0.216419826	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.10599	-0.376166228	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.02715	-0.48858548	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.10113	-0.413016984	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.18662	-0.428721629	3.947321445	-5
CC	GO:1905368	peptidase complex	25	AUG_V2A.08271	-0.396003552	3.947321445	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.14235	-0.853378146	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.12058	-0.337541472	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.05432	-0.914280905	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.02425	-0.350647353	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.01628	-0.40940881	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.21742	-0.631110773	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.09751	-0.642166221	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.17041	-0.734085327	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.15006	-0.428943595	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.23295	-0.508604587	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.11987	-1.036159788	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.05534	-0.516853561	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.18520	-0.828408874	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.09618	-0.760057969	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.04487	-0.733569912	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.24661	-0.455356287	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.07931	-0.746018307	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.18712	-0.781901433	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.11010	-1.023500741	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.01786	-0.654026683	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.24730	-0.421598868	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.09432	-0.363218975	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.00213	-0.383062481	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.06698	-1.003258543	3.920547405	-5
CC	GO:0044391	ribosomal subunit	25	AUG_V2A.12420	-0.362080975	3.920547405	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.08282	-0.434894312	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.20473	-0.303719762	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.10283	-0.245698318	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.19310	-0.32354694	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.07131	-0.480761267	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.05078	-0.317785284	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.06192	-0.55320471	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.09086	-0.327528143	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.12628	-0.672493077	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.11658	-0.376243574	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.08384	-0.308119915	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.07559	-0.714692427	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.22924	-0.383917181	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.04506	-0.354982983	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.14588	-0.81054206	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.12227	-0.370662589	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.05222	-0.689317558	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.07697	-0.311192922	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.10917	-0.381455173	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.14617	-0.643905245	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.20857	-0.491810665	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.23278	-0.861839492	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.19311	-0.51353823	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.19151	-0.685053786	1.333335208	-5
MF	GO:0016616	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	25	AUG_V2A.11338	-0.300824445	1.333335208	-5
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.11361	-0.285730563	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.13922	-0.236319111	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.19870	-0.283045542	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.21909	-0.364686352	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.04503	-0.390098345	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.00899	-0.493695718	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.22817	-0.394536309	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.10957	-0.414089824	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.20908	-0.326127764	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.05104	-0.471650686	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.07756	-0.609778293	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.24255	-0.431946477	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.22206	-0.503177528	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.01847	-0.547550616	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.08236	-0.398606167	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.19581	-0.470905862	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.18756	-0.591252671	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.19372	-0.314936622	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.06619	-0.216419826	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.10599	-0.376166228	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.02715	-0.48858548	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.10113	-0.413016984	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.18662	-0.428721629	4.127843727	-4.898979486
CC	GO:1905369	endopeptidase complex	24	AUG_V2A.08271	-0.396003552	4.127843727	-4.898979486
CC	GO:0000502	proteasome complex	22	AUG_V2A.11361	-0.285730563	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.13922	-0.236319111	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.19870	-0.283045542	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.21909	-0.364686352	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.04503	-0.390098345	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.22817	-0.394536309	3.815155316	-4.69041576
CC	GO:0000502	proteasome complex	22	AUG_V2A.10957	-0.414089824	3.815155316	-4.69041576
