Category	ID	Term	GeneRatio	adj_pval	genes
CC	GO:0005684	U2-type spliceosomal complex	14/3053	0.030013195	aug_v2a.23358,aug_v2a.21243,aug_v2a.08495,aug_v2a.15328,aug_v2a.17067,aug_v2a.08670,aug_v2a.09888,aug_v2a.20254,aug_v2a.14022,aug_v2a.12914,aug_v2a.20961,aug_v2a.10933,aug_v2a.14951,aug_v2a.13530
BP	GO:0051028	mRNA transport	56/2801	1.59E-05	aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.01098,aug_v2a.14164,aug_v2a.01526,aug_v2a.08933,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243
BP	GO:0006403	RNA localization	75/2801	2.52E-05	aug_v2a.22686,aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.21008,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.17715,aug_v2a.00062,aug_v2a.19103,aug_v2a.17390,aug_v2a.11803,aug_v2a.00845,aug_v2a.01098,aug_v2a.14164,aug_v2a.21747,aug_v2a.01526,aug_v2a.08933,aug_v2a.21850,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.14022,aug_v2a.16763,aug_v2a.09711,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.05801,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.00906,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0050657	nucleic acid transport	65/2801	2.52E-05	aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.17715,aug_v2a.19103,aug_v2a.00845,aug_v2a.01098,aug_v2a.14164,aug_v2a.21747,aug_v2a.01526,aug_v2a.08933,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.16763,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0050658	RNA transport	65/2801	2.52E-05	aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.17715,aug_v2a.19103,aug_v2a.00845,aug_v2a.01098,aug_v2a.14164,aug_v2a.21747,aug_v2a.01526,aug_v2a.08933,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.16763,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0051236	establishment of RNA localization	65/2801	5.94E-05	aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.17715,aug_v2a.19103,aug_v2a.00845,aug_v2a.01098,aug_v2a.14164,aug_v2a.21747,aug_v2a.01526,aug_v2a.08933,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.16763,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0008380	RNA splicing	127/2801	7.09E-05	aug_v2a.23358,aug_v2a.21243,aug_v2a.23006,aug_v2a.08495,aug_v2a.08458,aug_v2a.02985,aug_v2a.15328,aug_v2a.19926,aug_v2a.08688,aug_v2a.21330,aug_v2a.01529,aug_v2a.06363,aug_v2a.07378,aug_v2a.05685,aug_v2a.13602,aug_v2a.11298,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.15030,aug_v2a.11687,aug_v2a.18375,aug_v2a.10442,aug_v2a.16097,aug_v2a.23692,aug_v2a.04919,aug_v2a.20856,aug_v2a.05594,aug_v2a.11444,aug_v2a.08198,aug_v2a.16419,aug_v2a.17067,aug_v2a.07793,aug_v2a.00613,aug_v2a.09918,aug_v2a.22903,aug_v2a.16788,aug_v2a.23237,aug_v2a.08267,aug_v2a.18265,aug_v2a.00414,aug_v2a.12214,aug_v2a.20384,aug_v2a.24303,aug_v2a.20771,aug_v2a.02995,aug_v2a.01575,aug_v2a.10049,aug_v2a.16098,aug_v2a.14164,aug_v2a.13477,aug_v2a.21404,aug_v2a.16164,aug_v2a.22736,aug_v2a.01993,aug_v2a.08670,aug_v2a.14305,aug_v2a.11456,aug_v2a.18767,aug_v2a.01377,aug_v2a.03315,aug_v2a.09888,aug_v2a.20254,aug_v2a.11031,aug_v2a.02434,aug_v2a.19623,aug_v2a.17005,aug_v2a.03078,aug_v2a.06462,aug_v2a.14064,aug_v2a.21394,aug_v2a.21196,aug_v2a.03770,aug_v2a.23855,aug_v2a.01114,aug_v2a.19421,aug_v2a.20860,aug_v2a.20688,aug_v2a.20859,aug_v2a.10249,aug_v2a.00853,aug_v2a.04937,aug_v2a.02035,aug_v2a.03929,aug_v2a.06599,aug_v2a.03795,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.07883,aug_v2a.03096,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.23871,aug_v2a.16270,aug_v2a.10109,aug_v2a.14022,aug_v2a.08916,aug_v2a.17941,aug_v2a.21839,aug_v2a.10220,aug_v2a.02447,aug_v2a.21924,aug_v2a.01000,aug_v2a.08360,aug_v2a.13859,aug_v2a.07592,aug_v2a.12914,aug_v2a.15240,aug_v2a.22269,aug_v2a.13358,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.20362,aug_v2a.20961,aug_v2a.24340,aug_v2a.23470,aug_v2a.10933,aug_v2a.06551,aug_v2a.01957,aug_v2a.14951,aug_v2a.13530,aug_v2a.00906,aug_v2a.17020,aug_v2a.07150
BP	GO:0015931	nucleobase-containing compound transport	69/2801	0.000112221	aug_v2a.17916,aug_v2a.09780,aug_v2a.09704,aug_v2a.02107,aug_v2a.11362,aug_v2a.19138,aug_v2a.08458,aug_v2a.09490,aug_v2a.09176,aug_v2a.17279,aug_v2a.00767,aug_v2a.16337,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.07744,aug_v2a.08982,aug_v2a.00158,aug_v2a.05479,aug_v2a.10690,aug_v2a.09918,aug_v2a.22903,aug_v2a.17715,aug_v2a.19103,aug_v2a.00845,aug_v2a.01098,aug_v2a.14164,aug_v2a.21747,aug_v2a.01526,aug_v2a.08933,aug_v2a.22914,aug_v2a.18587,aug_v2a.00926,aug_v2a.11869,aug_v2a.23279,aug_v2a.10751,aug_v2a.09743,aug_v2a.21763,aug_v2a.09112,aug_v2a.01038,aug_v2a.04937,aug_v2a.09570,aug_v2a.05434,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.16763,aug_v2a.24208,aug_v2a.10885,aug_v2a.10886,aug_v2a.14990,aug_v2a.21257,aug_v2a.20052,aug_v2a.07867,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912,aug_v2a.03386,aug_v2a.17995,aug_v2a.10243,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0022613	ribonucleoprotein complex biogenesis	143/2801	0.000164094	aug_v2a.22686,aug_v2a.01536,aug_v2a.23358,aug_v2a.08495,aug_v2a.07136,aug_v2a.08406,aug_v2a.15328,aug_v2a.20057,aug_v2a.19926,aug_v2a.08688,aug_v2a.21330,aug_v2a.15027,aug_v2a.16337,aug_v2a.05685,aug_v2a.18375,aug_v2a.12449,aug_v2a.08198,aug_v2a.04428,aug_v2a.06414,aug_v2a.16001,aug_v2a.16002,aug_v2a.20253,aug_v2a.05295,aug_v2a.12414,aug_v2a.09262,aug_v2a.22288,aug_v2a.05433,aug_v2a.09673,aug_v2a.04152,aug_v2a.05923,aug_v2a.23007,aug_v2a.12148,aug_v2a.07292,aug_v2a.02311,aug_v2a.19819,aug_v2a.16419,aug_v2a.17067,aug_v2a.07793,aug_v2a.21008,aug_v2a.05535,aug_v2a.24025,aug_v2a.12559,aug_v2a.17715,aug_v2a.01146,aug_v2a.01421,aug_v2a.02953,aug_v2a.05819,aug_v2a.05818,aug_v2a.21210,aug_v2a.23795,aug_v2a.01682,aug_v2a.00062,aug_v2a.08267,aug_v2a.18265,aug_v2a.00414,aug_v2a.12214,aug_v2a.20384,aug_v2a.24303,aug_v2a.19103,aug_v2a.10413,aug_v2a.02995,aug_v2a.10049,aug_v2a.16098,aug_v2a.14953,aug_v2a.18333,aug_v2a.18712,aug_v2a.21747,aug_v2a.21742,aug_v2a.14305,aug_v2a.12162,aug_v2a.05187,aug_v2a.13068,aug_v2a.11456,aug_v2a.19413,aug_v2a.01377,aug_v2a.04150,aug_v2a.04897,aug_v2a.17693,aug_v2a.07931,aug_v2a.17005,aug_v2a.03078,aug_v2a.06462,aug_v2a.14064,aug_v2a.21394,aug_v2a.21196,aug_v2a.03770,aug_v2a.23855,aug_v2a.09618,aug_v2a.03938,aug_v2a.18928,aug_v2a.07634,aug_v2a.19421,aug_v2a.04232,aug_v2a.20688,aug_v2a.10249,aug_v2a.09285,aug_v2a.00853,aug_v2a.04937,aug_v2a.08097,aug_v2a.04707,aug_v2a.07883,aug_v2a.23871,aug_v2a.14022,aug_v2a.03930,aug_v2a.14543,aug_v2a.06780,aug_v2a.23295,aug_v2a.01786,aug_v2a.01360,aug_v2a.05432,aug_v2a.10497,aug_v2a.12844,aug_v2a.10498,aug_v2a.00903,aug_v2a.00902,aug_v2a.08916,aug_v2a.21005,aug_v2a.23182,aug_v2a.06370,aug_v2a.04979,aug_v2a.04777,aug_v2a.16763,aug_v2a.21839,aug_v2a.08417,aug_v2a.06308,aug_v2a.00318,aug_v2a.05801,aug_v2a.06281,aug_v2a.02447,aug_v2a.21924,aug_v2a.01000,aug_v2a.08360,aug_v2a.12914,aug_v2a.15240,aug_v2a.22269,aug_v2a.03386,aug_v2a.14951,aug_v2a.13530,aug_v2a.00906,aug_v2a.07900,aug_v2a.07901,aug_v2a.19414,aug_v2a.24163
BP	GO:0006397	mRNA processing	140/2801	0.000708221	aug_v2a.23358,aug_v2a.21243,aug_v2a.23006,aug_v2a.08495,aug_v2a.08458,aug_v2a.21530,aug_v2a.02985,aug_v2a.15328,aug_v2a.19926,aug_v2a.08688,aug_v2a.21330,aug_v2a.01529,aug_v2a.06363,aug_v2a.07378,aug_v2a.05685,aug_v2a.13602,aug_v2a.00177,aug_v2a.11298,aug_v2a.14166,aug_v2a.05099,aug_v2a.10244,aug_v2a.15030,aug_v2a.11687,aug_v2a.18375,aug_v2a.10442,aug_v2a.16097,aug_v2a.23692,aug_v2a.04919,aug_v2a.20856,aug_v2a.05594,aug_v2a.11444,aug_v2a.08198,aug_v2a.16419,aug_v2a.17067,aug_v2a.07793,aug_v2a.00613,aug_v2a.09918,aug_v2a.22903,aug_v2a.16788,aug_v2a.23237,aug_v2a.08267,aug_v2a.18265,aug_v2a.00414,aug_v2a.12214,aug_v2a.20384,aug_v2a.24303,aug_v2a.20771,aug_v2a.02995,aug_v2a.01575,aug_v2a.00845,aug_v2a.10049,aug_v2a.16098,aug_v2a.14164,aug_v2a.20360,aug_v2a.13477,aug_v2a.14953,aug_v2a.18333,aug_v2a.21404,aug_v2a.16164,aug_v2a.08217,aug_v2a.22736,aug_v2a.01993,aug_v2a.08670,aug_v2a.11456,aug_v2a.01377,aug_v2a.03315,aug_v2a.09888,aug_v2a.20254,aug_v2a.11031,aug_v2a.02434,aug_v2a.19623,aug_v2a.17005,aug_v2a.03078,aug_v2a.06462,aug_v2a.14064,aug_v2a.21394,aug_v2a.21196,aug_v2a.03770,aug_v2a.23855,aug_v2a.01038,aug_v2a.01114,aug_v2a.06449,aug_v2a.19421,aug_v2a.04232,aug_v2a.20860,aug_v2a.20688,aug_v2a.20859,aug_v2a.10249,aug_v2a.00853,aug_v2a.04937,aug_v2a.22783,aug_v2a.16167,aug_v2a.12850,aug_v2a.12851,aug_v2a.02035,aug_v2a.03929,aug_v2a.10272,aug_v2a.04707,aug_v2a.03795,aug_v2a.16592,aug_v2a.00721,aug_v2a.15667,aug_v2a.07883,aug_v2a.03096,aug_v2a.20302,aug_v2a.05860,aug_v2a.18175,aug_v2a.11517,aug_v2a.23871,aug_v2a.16270,aug_v2a.10109,aug_v2a.14022,aug_v2a.08916,aug_v2a.10632,aug_v2a.17941,aug_v2a.09711,aug_v2a.21839,aug_v2a.10220,aug_v2a.02447,aug_v2a.21924,aug_v2a.01000,aug_v2a.08360,aug_v2a.13859,aug_v2a.07592,aug_v2a.12914,aug_v2a.15240,aug_v2a.22269,aug_v2a.13358,aug_v2a.03386,aug_v2a.10243,aug_v2a.20362,aug_v2a.20961,aug_v2a.10933,aug_v2a.06551,aug_v2a.01957,aug_v2a.14951,aug_v2a.13530,aug_v2a.00906,aug_v2a.17020,aug_v2a.07882
BP	GO:0006997	nucleus organization	40/2801	0.000708221	aug_v2a.09704,aug_v2a.24534,aug_v2a.19138,aug_v2a.03931,aug_v2a.00767,aug_v2a.13602,aug_v2a.04428,aug_v2a.06414,aug_v2a.16001,aug_v2a.16002,aug_v2a.24055,aug_v2a.02995,aug_v2a.14905,aug_v2a.07772,aug_v2a.04617,aug_v2a.14013,aug_v2a.23279,aug_v2a.10751,aug_v2a.21763,aug_v2a.01672,aug_v2a.04917,aug_v2a.18535,aug_v2a.02955,aug_v2a.03906,aug_v2a.23449,aug_v2a.17121,aug_v2a.10148,aug_v2a.18121,aug_v2a.01881,aug_v2a.06277,aug_v2a.04616,aug_v2a.00060,aug_v2a.13702,aug_v2a.10885,aug_v2a.10886,aug_v2a.20052,aug_v2a.01281,aug_v2a.24279,aug_v2a.18326,aug_v2a.05912
