Category	ID	Term	GeneRatio	adj_pval	genes
CC	GO:0019866	organelle inner membrane	65/1381	4.85E-07	"aug_v2a.24463,aug_v2a.05783,aug_v2a.10283,aug_v2a.10168,aug_v2a.06376,aug_v2a.15570,aug_v2a.05853,aug_v2a.09482,aug_v2a.13600,aug_v2a.07730,aug_v2a.12352,aug_v2a.20591,aug_v2a.08118,aug_v2a.06518,aug_v2a.02425,aug_v2a.13068,aug_v2a.23695,aug_v2a.01628,aug_v2a.15047,aug_v2a.12149,aug_v2a.11900,aug_v2a.17631,aug_v2a.06008,aug_v2a.08685,aug_v2a.11285,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.17730,aug_v2a.00371,aug_v2a.18234,aug_v2a.05805,aug_v2a.22914,aug_v2a.13524,aug_v2a.06549,aug_v2a.00999,aug_v2a.17925,aug_v2a.19830,aug_v2a.07509,aug_v2a.07173,aug_v2a.08881,aug_v2a.20028,aug_v2a.20029,aug_v2a.16309,aug_v2a.18492,aug_v2a.02314,aug_v2a.06769,aug_v2a.07420,aug_v2a.02501,aug_v2a.17726,aug_v2a.12058,aug_v2a.21303,aug_v2a.00875,aug_v2a.18957,aug_v2a.08139,aug_v2a.09057,aug_v2a.01024,aug_v2a.03418,aug_v2a.05625,aug_v2a.00483,aug_v2a.14322,aug_v2a.09147,aug_v2a.01906"
CC	GO:0070469	respiratory chain	19/1381	7.40E-07	"aug_v2a.13600,aug_v2a.07730,aug_v2a.12352,aug_v2a.20591,aug_v2a.08118,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.17730,aug_v2a.00999,aug_v2a.20028,aug_v2a.20029,aug_v2a.07420,aug_v2a.02501,aug_v2a.09057,aug_v2a.05625,aug_v2a.14322"
CC	GO:0005839	proteasome core complex	12/1381	3.91E-06	"aug_v2a.20908,aug_v2a.07756,aug_v2a.19581,aug_v2a.09732,aug_v2a.05104,aug_v2a.21909,aug_v2a.03851,aug_v2a.13198,aug_v2a.19870,aug_v2a.14417,aug_v2a.12820,aug_v2a.08236"
CC	GO:0030990	intraciliary transport particle	16/1381	3.27E-05	"aug_v2a.03931,aug_v2a.20005,aug_v2a.24037,aug_v2a.05785,aug_v2a.06530,aug_v2a.17047,aug_v2a.12959,aug_v2a.03842,aug_v2a.09475,aug_v2a.23559,aug_v2a.05972,aug_v2a.23343,aug_v2a.16432,aug_v2a.23461,aug_v2a.12747,aug_v2a.03523"
CC	GO:1905368	peptidase complex	24/1381	3.27E-05	"aug_v2a.01799,aug_v2a.19304,aug_v2a.20908,aug_v2a.07756,aug_v2a.01847,aug_v2a.19581,aug_v2a.09732,aug_v2a.04503,aug_v2a.05104,aug_v2a.16543,aug_v2a.21909,aug_v2a.03851,aug_v2a.13198,aug_v2a.19870,aug_v2a.14417,aug_v2a.12820,aug_v2a.08236,aug_v2a.02652,aug_v2a.00877,aug_v2a.22206,aug_v2a.24255,aug_v2a.10957,aug_v2a.01933,aug_v2a.01932"
CC	GO:0000502	proteasome complex	22/1381	5.61E-05	"aug_v2a.01799,aug_v2a.19304,aug_v2a.20908,aug_v2a.07756,aug_v2a.01847,aug_v2a.19581,aug_v2a.09732,aug_v2a.04503,aug_v2a.05104,aug_v2a.16543,aug_v2a.21909,aug_v2a.03851,aug_v2a.13198,aug_v2a.19870,aug_v2a.14417,aug_v2a.12820,aug_v2a.08236,aug_v2a.22206,aug_v2a.24255,aug_v2a.10957,aug_v2a.01933,aug_v2a.01932"
CC	GO:1905369	endopeptidase complex	22/1381	5.61E-05	"aug_v2a.01799,aug_v2a.19304,aug_v2a.20908,aug_v2a.07756,aug_v2a.01847,aug_v2a.19581,aug_v2a.09732,aug_v2a.04503,aug_v2a.05104,aug_v2a.16543,aug_v2a.21909,aug_v2a.03851,aug_v2a.13198,aug_v2a.19870,aug_v2a.14417,aug_v2a.12820,aug_v2a.08236,aug_v2a.22206,aug_v2a.24255,aug_v2a.10957,aug_v2a.01933,aug_v2a.01932"
CC	GO:0022625	cytosolic large ribosomal subunit	12/1381	8.23E-05	"aug_v2a.18712,aug_v2a.21742,aug_v2a.24661,aug_v2a.07931,aug_v2a.04487,aug_v2a.17041,aug_v2a.06780,aug_v2a.15006,aug_v2a.18520,aug_v2a.09751,aug_v2a.05534,aug_v2a.11987"
CC	GO:0022626	cytosolic ribosome	16/1381	9.80E-05	"aug_v2a.18712,aug_v2a.21742,aug_v2a.24661,aug_v2a.07931,aug_v2a.04487,aug_v2a.17041,aug_v2a.06780,aug_v2a.15006,aug_v2a.18520,aug_v2a.09751,aug_v2a.05534,aug_v2a.11987,aug_v2a.12058,aug_v2a.23295,aug_v2a.05432,aug_v2a.06698"
CC	GO:1990204	oxidoreductase complex	17/1381	0.0001141	"aug_v2a.13600,aug_v2a.07730,aug_v2a.08118,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.17730,aug_v2a.00999,aug_v2a.13262,aug_v2a.15002,aug_v2a.20028,aug_v2a.20029,aug_v2a.02501,aug_v2a.09057,aug_v2a.05625"
CC	GO:0005747	mitochondrial respiratory chain complex I	10/1381	0.000141931	"aug_v2a.08118,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.00999,aug_v2a.02501,aug_v2a.09057,aug_v2a.05625"
CC	GO:0030964	NADH dehydrogenase complex	10/1381	0.000141931	"aug_v2a.08118,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.00999,aug_v2a.02501,aug_v2a.09057,aug_v2a.05625"
CC	GO:0045271	respiratory chain complex I	10/1381	0.000141931	"aug_v2a.08118,aug_v2a.11746,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.14677,aug_v2a.00999,aug_v2a.02501,aug_v2a.09057,aug_v2a.05625"
CC	GO:0000315	organellar large ribosomal subunit	11/1381	0.000186705	"aug_v2a.02111,aug_v2a.02425,aug_v2a.13068,aug_v2a.23695,aug_v2a.15754,aug_v2a.06304,aug_v2a.10903,aug_v2a.21917,aug_v2a.23097,aug_v2a.12058,aug_v2a.05886"
CC	GO:0005762	mitochondrial large ribosomal subunit	11/1381	0.000186705	"aug_v2a.02111,aug_v2a.02425,aug_v2a.13068,aug_v2a.23695,aug_v2a.15754,aug_v2a.06304,aug_v2a.10903,aug_v2a.21917,aug_v2a.23097,aug_v2a.12058,aug_v2a.05886"
CC	GO:0045259	proton-transporting ATP synthase complex	7/1381	0.000278097	"aug_v2a.24463,aug_v2a.06376,aug_v2a.15570,aug_v2a.00371,aug_v2a.18234,aug_v2a.19829,aug_v2a.08506"
CC	GO:0030991	intraciliary transport particle A	8/1381	0.000374699	"aug_v2a.12959,aug_v2a.03842,aug_v2a.09475,aug_v2a.23559,aug_v2a.05972,aug_v2a.23343,aug_v2a.23461,aug_v2a.12747"
CC	GO:0000314	organellar small ribosomal subunit	7/1381	0.000539097	"aug_v2a.01628,aug_v2a.15047,aug_v2a.12149,aug_v2a.11900,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577"
CC	GO:0005763	mitochondrial small ribosomal subunit	7/1381	0.000539097	"aug_v2a.01628,aug_v2a.15047,aug_v2a.12149,aug_v2a.11900,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577"
CC	GO:0019774	"proteasome core complex, beta-subunit complex"	7/1381	0.000539097	"aug_v2a.20908,aug_v2a.07756,aug_v2a.19581,aug_v2a.13198,aug_v2a.19870,aug_v2a.12820,aug_v2a.08236"
CC	GO:0005689	U12-type spliceosomal complex	9/1381	0.000903098	"aug_v2a.11687,aug_v2a.11444,aug_v2a.24148,aug_v2a.08670,aug_v2a.17597,aug_v2a.12811,aug_v2a.15001,aug_v2a.10933,aug_v2a.21819"
CC	GO:0016469	proton-transporting two-sector ATPase complex	10/1381	0.001495096	"aug_v2a.24463,aug_v2a.06376,aug_v2a.15570,aug_v2a.00371,aug_v2a.18234,aug_v2a.19829,aug_v2a.08506,aug_v2a.09111,aug_v2a.02862,aug_v2a.00969"
CC	GO:0044445	cytosolic part	32/1381	0.002023468	"aug_v2a.15070,aug_v2a.20869,aug_v2a.18712,aug_v2a.21742,aug_v2a.22024,aug_v2a.01377,aug_v2a.24661,aug_v2a.07931,aug_v2a.19429,aug_v2a.14064,aug_v2a.18224,aug_v2a.05876,aug_v2a.23855,aug_v2a.04487,aug_v2a.15812,aug_v2a.03954,aug_v2a.17041,aug_v2a.06780,aug_v2a.15006,aug_v2a.18520,aug_v2a.09751,aug_v2a.05534,aug_v2a.11987,aug_v2a.12058,aug_v2a.23295,aug_v2a.05432,aug_v2a.06698,aug_v2a.10957,aug_v2a.01933,aug_v2a.01932,aug_v2a.06930,aug_v2a.00176"
CC	GO:0015935	small ribosomal subunit	11/1381	0.002594875	"aug_v2a.01628,aug_v2a.15047,aug_v2a.12149,aug_v2a.11900,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577,aug_v2a.09618,aug_v2a.23295,aug_v2a.05432,aug_v2a.06698"
CC	GO:0030867	rough endoplasmic reticulum membrane	8/1381	0.005610803	"aug_v2a.13656,aug_v2a.20741,aug_v2a.12529,aug_v2a.22534,aug_v2a.04477,aug_v2a.17807,aug_v2a.24535,aug_v2a.15119"
CC	GO:0005759	mitochondrial matrix	41/1381	0.008466112	"aug_v2a.02111,aug_v2a.05783,aug_v2a.10283,aug_v2a.10168,aug_v2a.06518,aug_v2a.02425,aug_v2a.13068,aug_v2a.23695,aug_v2a.01628,aug_v2a.15047,aug_v2a.12149,aug_v2a.11900,aug_v2a.04819,aug_v2a.22829,aug_v2a.08507,aug_v2a.13239,aug_v2a.13365,aug_v2a.15579,aug_v2a.06974,aug_v2a.09074,aug_v2a.15487,aug_v2a.20324,aug_v2a.08496,aug_v2a.22603,aug_v2a.08113,aug_v2a.15754,aug_v2a.06304,aug_v2a.10903,aug_v2a.21917,aug_v2a.23097,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577,aug_v2a.22071,aug_v2a.13262,aug_v2a.12058,aug_v2a.05886,aug_v2a.16163,aug_v2a.05625,aug_v2a.00483,aug_v2a.17297"
CC	GO:0036064	ciliary basal body	21/1381	0.009888267	"aug_v2a.03931,aug_v2a.11643,aug_v2a.10329,aug_v2a.24037,aug_v2a.07300,aug_v2a.14383,aug_v2a.24296,aug_v2a.04764,aug_v2a.23559,aug_v2a.05972,aug_v2a.23343,aug_v2a.16432,aug_v2a.02422,aug_v2a.18113,aug_v2a.06095,aug_v2a.19538,aug_v2a.06096,aug_v2a.20767,aug_v2a.09356,aug_v2a.17674,aug_v2a.15388"
CC	GO:0005665	"RNA polymerase II, core complex"	7/1381	0.010540674	"aug_v2a.10869,aug_v2a.14579,aug_v2a.01425,aug_v2a.09461,aug_v2a.05789,aug_v2a.20300,aug_v2a.04936"
CC	GO:0005643	nuclear pore	18/1381	0.011317316	"aug_v2a.08897,aug_v2a.09780,aug_v2a.09704,aug_v2a.12891,aug_v2a.11056,aug_v2a.19138,aug_v2a.19592,aug_v2a.03809,aug_v2a.01098,aug_v2a.21207,aug_v2a.03505,aug_v2a.06515,aug_v2a.00926,aug_v2a.11869,aug_v2a.10886,aug_v2a.24279,aug_v2a.03013,aug_v2a.17995"
CC	GO:0120114	Sm-like protein family complex	28/1381	0.0120329	"aug_v2a.13080,aug_v2a.11687,aug_v2a.18050,aug_v2a.08267,aug_v2a.20384,aug_v2a.24303,aug_v2a.09465,aug_v2a.01265,aug_v2a.22024,aug_v2a.01377,aug_v2a.06521,aug_v2a.17005,aug_v2a.06862,aug_v2a.03078,aug_v2a.14064,aug_v2a.18224,aug_v2a.23855,aug_v2a.23479,aug_v2a.10249,aug_v2a.00065,aug_v2a.21839,aug_v2a.01578,aug_v2a.17597,aug_v2a.12811,aug_v2a.17550,aug_v2a.10933,aug_v2a.21819,aug_v2a.00906"
CC	GO:0097525	spliceosomal snRNP complex	26/1381	0.015123682	"aug_v2a.13080,aug_v2a.11687,aug_v2a.18050,aug_v2a.08267,aug_v2a.20384,aug_v2a.24303,aug_v2a.01265,aug_v2a.22024,aug_v2a.01377,aug_v2a.06521,aug_v2a.17005,aug_v2a.06862,aug_v2a.03078,aug_v2a.14064,aug_v2a.18224,aug_v2a.23855,aug_v2a.23479,aug_v2a.00065,aug_v2a.21839,aug_v2a.01578,aug_v2a.17597,aug_v2a.12811,aug_v2a.17550,aug_v2a.10933,aug_v2a.21819,aug_v2a.00906"
CC	GO:0032592	integral component of mitochondrial membrane	11/1381	0.015907113	"aug_v2a.05795,aug_v2a.13700,aug_v2a.06769,aug_v2a.21303,aug_v2a.00875,aug_v2a.17043,aug_v2a.21456,aug_v2a.02850,aug_v2a.18957,aug_v2a.01024,aug_v2a.03418"
CC	GO:0034719	SMN-Sm protein complex	5/1381	0.024064379	"aug_v2a.09465,aug_v2a.17005,aug_v2a.06862,aug_v2a.03078,aug_v2a.10249"
CC	GO:0071203	WASH complex	5/1381	0.024064379	"aug_v2a.13346,aug_v2a.20453,aug_v2a.07047,aug_v2a.23726,aug_v2a.18517"
CC	GO:0030532	small nuclear ribonucleoprotein complex	26/1381	0.024905721	"aug_v2a.13080,aug_v2a.11687,aug_v2a.18050,aug_v2a.08267,aug_v2a.20384,aug_v2a.24303,aug_v2a.01265,aug_v2a.22024,aug_v2a.01377,aug_v2a.06521,aug_v2a.17005,aug_v2a.06862,aug_v2a.03078,aug_v2a.14064,aug_v2a.18224,aug_v2a.23855,aug_v2a.23479,aug_v2a.00065,aug_v2a.21839,aug_v2a.01578,aug_v2a.17597,aug_v2a.12811,aug_v2a.17550,aug_v2a.10933,aug_v2a.21819,aug_v2a.00906"
CC	GO:0098573	intrinsic component of mitochondrial membrane	11/1381	0.032201649	"aug_v2a.05795,aug_v2a.13700,aug_v2a.06769,aug_v2a.21303,aug_v2a.00875,aug_v2a.17043,aug_v2a.21456,aug_v2a.02850,aug_v2a.18957,aug_v2a.01024,aug_v2a.03418"
CC	GO:0031307	integral component of mitochondrial outer membrane	6/1381	0.03691369	"aug_v2a.05795,aug_v2a.13700,aug_v2a.17043,aug_v2a.21456,aug_v2a.02850,aug_v2a.18957"
CC	GO:0005681	spliceosomal complex	31/1381	0.040271768	"aug_v2a.11687,aug_v2a.05594,aug_v2a.11444,aug_v2a.08132,aug_v2a.24148,aug_v2a.16788,aug_v2a.01265,aug_v2a.01993,aug_v2a.08670,aug_v2a.07656,aug_v2a.06521,aug_v2a.17005,aug_v2a.06862,aug_v2a.03078,aug_v2a.12580,aug_v2a.21839,aug_v2a.20762,aug_v2a.21924,aug_v2a.01578,aug_v2a.13859,aug_v2a.17597,aug_v2a.12811,aug_v2a.15001,aug_v2a.03013,aug_v2a.17995,aug_v2a.10243,aug_v2a.17550,aug_v2a.10933,aug_v2a.21819,aug_v2a.00906,aug_v2a.23087"
CC	GO:0005758	mitochondrial intermembrane space	11/1381	0.049781312	"aug_v2a.21619,aug_v2a.20591,aug_v2a.08118,aug_v2a.06008,aug_v2a.08685,aug_v2a.17042,aug_v2a.12705,aug_v2a.01483,aug_v2a.01528,aug_v2a.14864,aug_v2a.05625"
CC	GO:0005736	RNA polymerase I complex	5/1381	0.049781312	"aug_v2a.22299,aug_v2a.01425,aug_v2a.09461,aug_v2a.05789,aug_v2a.24055"
CC	GO:0030008	TRAPP complex	5/1381	0.049781312	"aug_v2a.03722,aug_v2a.01937,aug_v2a.03724,aug_v2a.13204,aug_v2a.24664"
BP	GO:0015985	"energy coupled proton transport, down electrochemical gradient"	10/1233	0.00036323	"aug_v2a.24463,aug_v2a.00883,aug_v2a.06376,aug_v2a.15570,aug_v2a.00371,aug_v2a.18234,aug_v2a.08665,aug_v2a.19829,aug_v2a.08506,aug_v2a.14322"
