"category"	"ID"	"term"	"count"	"genes"	"logFC"	"adj_pval"	"zscore"
"19"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13803"	0.017941208	5.53461714855158	-5.65270025158138
"20"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.06270"	0.647532298	5.53461714855158	-5.65270025158138
"21"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20417"	0.598657698	5.53461714855158	-5.65270025158138
"22"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18845"	0.012611835	5.53461714855158	-5.65270025158138
"23"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20416"	0.603222835	5.53461714855158	-5.65270025158138
"24"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13514"	0.012461382	5.53461714855158	-5.65270025158138
"25"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.07672"	0.503078188	5.53461714855158	-5.65270025158138
"26"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.10154"	0.01029542	5.53461714855158	-5.65270025158138
"27"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08349"	0.009312147	5.53461714855158	-5.65270025158138
"28"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.19079"	0.451824202	5.53461714855158	-5.65270025158138
"29"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.00820"	0.397406205	5.53461714855158	-5.65270025158138
"30"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12761"	0.008708014	5.53461714855158	-5.65270025158138
"31"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.22684"	0.339597478	5.53461714855158	-5.65270025158138
"32"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.21783"	0.006414395	5.53461714855158	-5.65270025158138
"33"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.17938"	0.327294075	5.53461714855158	-5.65270025158138
"34"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.07222"	0.268276006	5.53461714855158	-5.65270025158138
"35"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02631"	0.005054533	5.53461714855158	-5.65270025158138
"36"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11311"	0.004911878	5.53461714855158	-5.65270025158138
"37"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03536"	0.004639598	5.53461714855158	-5.65270025158138
"38"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09037"	0.254975418	5.53461714855158	-5.65270025158138
"39"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09850"	0.003228638	5.53461714855158	-5.65270025158138
"40"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02630"	-0.160109227	5.53461714855158	-5.65270025158138
"41"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.17829"	-0.0032386	5.53461714855158	-5.65270025158138
"42"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15046"	-0.232474382	5.53461714855158	-5.65270025158138
"43"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02729"	-0.003936551	5.53461714855158	-5.65270025158138
"44"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08807"	-0.183836326	5.53461714855158	-5.65270025158138
"45"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.21425"	-0.004341224	5.53461714855158	-5.65270025158138
"46"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.17511"	-0.004436734	5.53461714855158	-5.65270025158138
"47"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03957"	-0.004474789	5.53461714855158	-5.65270025158138
"48"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12337"	-0.004708877	5.53461714855158	-5.65270025158138
"49"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11069"	-0.004990927	5.53461714855158	-5.65270025158138
"50"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.14932"	-0.257539506	5.53461714855158	-5.65270025158138
"51"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.04116"	-0.005132258	5.53461714855158	-5.65270025158138
"52"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.17267"	-0.245245169	5.53461714855158	-5.65270025158138
"53"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.21587"	-0.005439764	5.53461714855158	-5.65270025158138
"54"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05152"	-0.005598939	5.53461714855158	-5.65270025158138
"55"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18585"	-0.005960609	5.53461714855158	-5.65270025158138
"56"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15067"	-0.275972544	5.53461714855158	-5.65270025158138
"57"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.10737"	-0.006355482	5.53461714855158	-5.65270025158138
"58"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.14637"	-0.006587598	5.53461714855158	-5.65270025158138
"59"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01286"	-0.39967536	5.53461714855158	-5.65270025158138
"60"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13302"	-0.335579891	5.53461714855158	-5.65270025158138
"61"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12799"	-0.300885951	5.53461714855158	-5.65270025158138
"62"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01465"	-0.006849227	5.53461714855158	-5.65270025158138
"63"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.04614"	-0.00728833	5.53461714855158	-5.65270025158138
"64"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02140"	-0.007398695	5.53461714855158	-5.65270025158138
"65"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03726"	-0.360114458	5.53461714855158	-5.65270025158138
"66"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11190"	-0.364419598	5.53461714855158	-5.65270025158138
"67"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13740"	-0.007867558	5.53461714855158	-5.65270025158138
"68"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13222"	-0.370422271	5.53461714855158	-5.65270025158138
"69"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.06015"	-0.34239778	5.53461714855158	-5.65270025158138
"70"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03993"	-0.248180695	5.53461714855158	-5.65270025158138
"71"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11823"	-0.008051923	5.53461714855158	-5.65270025158138
"72"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05185"	-0.008140469	5.53461714855158	-5.65270025158138
"73"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.07048"	-0.282654856	5.53461714855158	-5.65270025158138
"74"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.21395"	-0.008185695	5.53461714855158	-5.65270025158138
"75"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02739"	-0.342687854	5.53461714855158	-5.65270025158138
"76"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01216"	-0.307511084	5.53461714855158	-5.65270025158138
"77"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.16269"	-0.008557277	5.53461714855158	-5.65270025158138
"78"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.00841"	-0.008670682	5.53461714855158	-5.65270025158138
"79"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01138"	-0.554784378	5.53461714855158	-5.65270025158138
"80"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03789"	-0.363479475	5.53461714855158	-5.65270025158138
"81"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15068"	-0.411752085	5.53461714855158	-5.65270025158138
"82"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11422"	-0.364984121	5.53461714855158	-5.65270025158138
"83"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.22788"	-0.370323483	5.53461714855158	-5.65270025158138
"84"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08079"	-0.415741401	5.53461714855158	-5.65270025158138
"85"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.14241"	-0.009305605	5.53461714855158	-5.65270025158138
"86"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.10823"	-0.395102944	5.53461714855158	-5.65270025158138
"87"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01163"	-0.009463294	5.53461714855158	-5.65270025158138
"88"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03727"	-0.359905379	5.53461714855158	-5.65270025158138
"89"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12798"	-0.35886211	5.53461714855158	-5.65270025158138
"90"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08567"	-0.435454158	5.53461714855158	-5.65270025158138
"91"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.10167"	-0.009640265	5.53461714855158	-5.65270025158138
"92"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18634"	-0.470799723	5.53461714855158	-5.65270025158138
"93"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01753"	-0.383705122	5.53461714855158	-5.65270025158138
"94"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08078"	-0.387441564	5.53461714855158	-5.65270025158138
"95"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.24346"	-0.010205473	5.53461714855158	-5.65270025158138
"96"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.14240"	-0.01026598	5.53461714855158	-5.65270025158138
"97"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20596"	-0.010436027	5.53461714855158	-5.65270025158138
"98"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08485"	-0.464977215	5.53461714855158	-5.65270025158138
"99"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12829"	-0.010586123	5.53461714855158	-5.65270025158138
"100"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20916"	-0.452075386	5.53461714855158	-5.65270025158138
"101"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13565"	-0.512847785	5.53461714855158	-5.65270025158138
"102"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05626"	-0.011183647	5.53461714855158	-5.65270025158138
"103"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.00048"	-0.546984396	5.53461714855158	-5.65270025158138
"104"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09851"	-0.45626145	5.53461714855158	-5.65270025158138
"105"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.13609"	-0.447733407	5.53461714855158	-5.65270025158138
"106"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08348"	-0.449944242	5.53461714855158	-5.65270025158138
"107"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01464"	-0.479761697	5.53461714855158	-5.65270025158138
"108"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.16448"	-0.01244867	5.53461714855158	-5.65270025158138
"109"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.11086"	-0.483685416	5.53461714855158	-5.65270025158138
"110"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02193"	-0.493788314	5.53461714855158	-5.65270025158138
"111"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18584"	-0.01296043	5.53461714855158	-5.65270025158138
"112"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12000"	-0.604895104	5.53461714855158	-5.65270025158138
"113"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09849"	-0.544900857	5.53461714855158	-5.65270025158138
"114"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.06017"	-0.561299018	5.53461714855158	-5.65270025158138
"115"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18091"	-0.491688444	5.53461714855158	-5.65270025158138
"116"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.04276"	-0.013681645	5.53461714855158	-5.65270025158138
"117"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15698"	-0.540638777	5.53461714855158	-5.65270025158138
"118"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12358"	-0.478805911	5.53461714855158	-5.65270025158138
"119"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09039"	-0.516908283	5.53461714855158	-5.65270025158138
"120"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.22133"	-0.634671503	5.53461714855158	-5.65270025158138
"121"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05908"	-0.014626129	5.53461714855158	-5.65270025158138
"122"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20976"	-0.43939609	5.53461714855158	-5.65270025158138
"123"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20787"	-0.703288667	5.53461714855158	-5.65270025158138
"124"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05425"	-0.560733677	5.53461714855158	-5.65270025158138
"125"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.19741"	-0.659462803	5.53461714855158	-5.65270025158138
"126"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03776"	-0.681003016	5.53461714855158	-5.65270025158138
"127"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.08705"	-0.01636622	5.53461714855158	-5.65270025158138
"128"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03017"	-0.589878628	5.53461714855158	-5.65270025158138
"129"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15414"	-0.58736003	5.53461714855158	-5.65270025158138
"130"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03777"	-0.667507693	5.53461714855158	-5.65270025158138
"131"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.09061"	-0.710515661	5.53461714855158	-5.65270025158138
"132"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.16533"	-0.017181526	5.53461714855158	-5.65270025158138
"133"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03968"	-0.017330968	5.53461714855158	-5.65270025158138
"134"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15208"	-0.664638623	5.53461714855158	-5.65270025158138
"135"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03790"	-0.589935658	5.53461714855158	-5.65270025158138
"136"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.05376"	-0.948403858	5.53461714855158	-5.65270025158138
"137"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.18246"	-0.586933511	5.53461714855158	-5.65270025158138
"138"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15404"	-0.748686279	5.53461714855158	-5.65270025158138
"139"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.17049"	-0.826540268	5.53461714855158	-5.65270025158138
"140"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.15206"	-0.666498517	5.53461714855158	-5.65270025158138
"141"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.03992"	-0.575303387	5.53461714855158	-5.65270025158138
"142"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.20744"	-0.457864325	5.53461714855158	-5.65270025158138
"143"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02155"	-0.654776859	5.53461714855158	-5.65270025158138
"144"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01043"	-0.669330859	5.53461714855158	-5.65270025158138
"145"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.06273"	-0.877425756	5.53461714855158	-5.65270025158138
"146"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.19564"	-0.793201209	5.53461714855158	-5.65270025158138
"147"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.12336"	-0.76903072	5.53461714855158	-5.65270025158138
"148"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.01161"	-0.696539757	5.53461714855158	-5.65270025158138
"149"	"CC"	"GO:1902495"	"transmembrane transporter complex"	149	"AUG_V2A.02560"	0.87527132	5.53461714855158	-5.65270025158138
"150"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.21251"	4.55882736	5.19246497193115	-5.65270025158138
"151"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.05909"	4.091055986	5.19246497193115	-5.65270025158138
"152"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.11451"	2.594855172	5.19246497193115	-5.65270025158138
"153"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.11450"	2.593987709	5.19246497193115	-5.65270025158138
"154"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.01363"	2.537343721	5.19246497193115	-5.65270025158138
"155"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.12862"	2.889908839	5.19246497193115	-5.65270025158138
"156"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.07579"	2.917796058	5.19246497193115	-5.65270025158138
"157"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.13119"	2.394399794	5.19246497193115	-5.65270025158138
"158"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.15628"	3.133625163	5.19246497193115	-5.65270025158138
"159"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.05322"	1.792222721	5.19246497193115	-5.65270025158138
"160"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.09355"	1.409708687	5.19246497193115	-5.65270025158138
"161"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.18231"	0.028667771	5.19246497193115	-5.65270025158138
"162"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.14712"	1.980566648	5.19246497193115	-5.65270025158138
"163"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.17017"	1.323099306	5.19246497193115	-5.65270025158138
"164"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.19510"	0.022879372	5.19246497193115	-5.65270025158138
"165"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.11315"	1.103404599	5.19246497193115	-5.65270025158138
"166"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.23498"	0.795806269	5.19246497193115	-5.65270025158138
"167"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.01164"	0.967316315	5.19246497193115	-5.65270025158138
"168"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.13803"	0.017941208	5.19246497193115	-5.65270025158138
"169"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.06270"	0.647532298	5.19246497193115	-5.65270025158138
"170"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.20417"	0.598657698	5.19246497193115	-5.65270025158138
"171"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.18845"	0.012611835	5.19246497193115	-5.65270025158138
"172"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.20416"	0.603222835	5.19246497193115	-5.65270025158138
"173"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.13514"	0.012461382	5.19246497193115	-5.65270025158138
"174"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.07672"	0.503078188	5.19246497193115	-5.65270025158138
"175"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.10154"	0.01029542	5.19246497193115	-5.65270025158138
"176"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.08349"	0.009312147	5.19246497193115	-5.65270025158138
"177"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.19079"	0.451824202	5.19246497193115	-5.65270025158138
"178"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.00820"	0.397406205	5.19246497193115	-5.65270025158138
"179"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.12761"	0.008708014	5.19246497193115	-5.65270025158138
"180"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.22684"	0.339597478	5.19246497193115	-5.65270025158138
"181"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.21783"	0.006414395	5.19246497193115	-5.65270025158138
"182"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.17938"	0.327294075	5.19246497193115	-5.65270025158138
"183"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.07222"	0.268276006	5.19246497193115	-5.65270025158138
"184"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.02631"	0.005054533	5.19246497193115	-5.65270025158138
"185"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.11311"	0.004911878	5.19246497193115	-5.65270025158138
"186"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.03536"	0.004639598	5.19246497193115	-5.65270025158138
"187"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.09037"	0.254975418	5.19246497193115	-5.65270025158138
"188"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.09850"	0.003228638	5.19246497193115	-5.65270025158138
"189"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.02630"	-0.160109227	5.19246497193115	-5.65270025158138
"190"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.17829"	-0.0032386	5.19246497193115	-5.65270025158138
"191"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.15046"	-0.232474382	5.19246497193115	-5.65270025158138
"192"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.02729"	-0.003936551	5.19246497193115	-5.65270025158138
"193"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.08807"	-0.183836326	5.19246497193115	-5.65270025158138
"194"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.21425"	-0.004341224	5.19246497193115	-5.65270025158138
"195"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.17511"	-0.004436734	5.19246497193115	-5.65270025158138
"196"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.03957"	-0.004474789	5.19246497193115	-5.65270025158138
"197"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.12337"	-0.004708877	5.19246497193115	-5.65270025158138
"198"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.11069"	-0.004990927	5.19246497193115	-5.65270025158138
"199"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.14932"	-0.257539506	5.19246497193115	-5.65270025158138
"200"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.04116"	-0.005132258	5.19246497193115	-5.65270025158138
"201"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.17267"	-0.245245169	5.19246497193115	-5.65270025158138
"202"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.21587"	-0.005439764	5.19246497193115	-5.65270025158138
"203"	"CC"	"GO:1990351"	"transporter complex"	149	"AUG_V2A.05152"	-0.005598939	5.19246497193115	-5.65270025158138
