Category	ID	Term	GeneRatio	adj_pval	genes
CC	GO:0005761	mitochondrial ribosome	18/1515	3.56E-07	"aug_v2a.15047,aug_v2a.05513,aug_v2a.18158,aug_v2a.06304,aug_v2a.11900,aug_v2a.12058,aug_v2a.21917,aug_v2a.02425,aug_v2a.01628,aug_v2a.10903,aug_v2a.05886,aug_v2a.03905,aug_v2a.11405,aug_v2a.15754,aug_v2a.20577,aug_v2a.12149,aug_v2a.02111,aug_v2a.23097"
CC	GO:0070469	respirasome	20/1515	6.69E-07	"aug_v2a.15228,aug_v2a.13600,aug_v2a.09057,aug_v2a.11746,aug_v2a.08118,aug_v2a.07420,aug_v2a.00772,aug_v2a.20591,aug_v2a.07730,aug_v2a.15215,aug_v2a.09541,aug_v2a.20028,aug_v2a.06506,aug_v2a.17730,aug_v2a.14322,aug_v2a.02501,aug_v2a.00999,aug_v2a.14677,aug_v2a.20029,aug_v2a.12352"
CC	GO:0016469	proton-transporting two-sector ATPase complex	13/1515	2.03E-05	"aug_v2a.01673,aug_v2a.16618,aug_v2a.03608,aug_v2a.02862,aug_v2a.18234,aug_v2a.00371,aug_v2a.09111,aug_v2a.19829,aug_v2a.00969,aug_v2a.24463,aug_v2a.08506,aug_v2a.06376,aug_v2a.15570"
CC	GO:0097525	spliceosomal snRNP complex	35/1515	4.21E-05	"aug_v2a.16331,aug_v2a.00119,aug_v2a.08305,aug_v2a.21396,aug_v2a.18224,aug_v2a.02226,aug_v2a.22104,aug_v2a.24303,aug_v2a.06462,aug_v2a.01377,aug_v2a.20384,aug_v2a.00065,aug_v2a.20842,aug_v2a.07775,aug_v2a.23479,aug_v2a.07945,aug_v2a.23855,aug_v2a.06682,aug_v2a.08618,aug_v2a.18050,aug_v2a.21819,aug_v2a.06757,aug_v2a.10484,aug_v2a.01578,aug_v2a.06862,aug_v2a.11687,aug_v2a.17005,aug_v2a.01265,aug_v2a.17550,aug_v2a.06521,aug_v2a.10933,aug_v2a.12811,aug_v2a.17597,aug_v2a.03078,aug_v2a.21839"
CC	GO:0022626	cytosolic ribosome	17/1515	6.98E-05	"aug_v2a.02923,aug_v2a.14235,aug_v2a.12058,aug_v2a.05432,aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.23295,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010"
CC	GO:0005839	proteasome core complex	11/1515	8.03E-05	"aug_v2a.19870,aug_v2a.21909,aug_v2a.22817,aug_v2a.20908,aug_v2a.14417,aug_v2a.05104,aug_v2a.09732,aug_v2a.07756,aug_v2a.08236,aug_v2a.19581,aug_v2a.13198"
CC	GO:0030990	intraciliary transport particle	16/1515	8.31E-05	"aug_v2a.02714,aug_v2a.03931,aug_v2a.23343,aug_v2a.23461,aug_v2a.12747,aug_v2a.17047,aug_v2a.24037,aug_v2a.03842,aug_v2a.12959,aug_v2a.23559,aug_v2a.05785,aug_v2a.09475,aug_v2a.12348,aug_v2a.05972,aug_v2a.06812,aug_v2a.16432"
CC	GO:0030532	small nuclear ribonucleoprotein complex	35/1515	8.91E-05	"aug_v2a.16331,aug_v2a.00119,aug_v2a.08305,aug_v2a.21396,aug_v2a.18224,aug_v2a.02226,aug_v2a.22104,aug_v2a.24303,aug_v2a.06462,aug_v2a.01377,aug_v2a.20384,aug_v2a.00065,aug_v2a.20842,aug_v2a.07775,aug_v2a.23479,aug_v2a.07945,aug_v2a.23855,aug_v2a.06682,aug_v2a.08618,aug_v2a.18050,aug_v2a.21819,aug_v2a.06757,aug_v2a.10484,aug_v2a.01578,aug_v2a.06862,aug_v2a.11687,aug_v2a.17005,aug_v2a.01265,aug_v2a.17550,aug_v2a.06521,aug_v2a.10933,aug_v2a.12811,aug_v2a.17597,aug_v2a.03078,aug_v2a.21839"
CC	GO:0022625	cytosolic large ribosomal subunit	12/1515	0.000182592	"aug_v2a.21742,aug_v2a.09751,aug_v2a.17041,aug_v2a.15006,aug_v2a.11987,aug_v2a.05534,aug_v2a.18520,aug_v2a.04487,aug_v2a.24661,aug_v2a.07931,aug_v2a.18712,aug_v2a.11010"
CC	GO:0120114	Sm-like protein family complex	35/1515	0.000267493	"aug_v2a.16331,aug_v2a.00119,aug_v2a.08305,aug_v2a.21396,aug_v2a.18224,aug_v2a.02226,aug_v2a.22104,aug_v2a.24303,aug_v2a.06462,aug_v2a.01377,aug_v2a.20384,aug_v2a.00065,aug_v2a.20842,aug_v2a.07775,aug_v2a.23479,aug_v2a.07945,aug_v2a.23855,aug_v2a.06682,aug_v2a.08618,aug_v2a.18050,aug_v2a.21819,aug_v2a.06757,aug_v2a.10484,aug_v2a.01578,aug_v2a.06862,aug_v2a.11687,aug_v2a.17005,aug_v2a.01265,aug_v2a.17550,aug_v2a.06521,aug_v2a.10933,aug_v2a.12811,aug_v2a.17597,aug_v2a.03078,aug_v2a.21839"
CC	GO:1905368	peptidase complex	24/1515	0.000279582	"aug_v2a.16543,aug_v2a.19304,aug_v2a.13922,aug_v2a.00877,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.00899,aug_v2a.01932,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.14417,aug_v2a.05104,aug_v2a.09732,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.02652,aug_v2a.19581,aug_v2a.01799,aug_v2a.13198"
CC	GO:0005747	mitochondrial respiratory chain complex I	10/1515	0.000279582	"aug_v2a.15228,aug_v2a.09057,aug_v2a.11746,aug_v2a.08118,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.02501,aug_v2a.00999,aug_v2a.14677"
CC	GO:0030964	NADH dehydrogenase complex	10/1515	0.000279582	"aug_v2a.15228,aug_v2a.09057,aug_v2a.11746,aug_v2a.08118,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.02501,aug_v2a.00999,aug_v2a.14677"
CC	GO:0045271	respiratory chain complex I	10/1515	0.000279582	"aug_v2a.15228,aug_v2a.09057,aug_v2a.11746,aug_v2a.08118,aug_v2a.00772,aug_v2a.15215,aug_v2a.06506,aug_v2a.02501,aug_v2a.00999,aug_v2a.14677"
CC	GO:0000315	organellar large ribosomal subunit	11/1515	0.000383653	"aug_v2a.05513,aug_v2a.18158,aug_v2a.06304,aug_v2a.12058,aug_v2a.21917,aug_v2a.02425,aug_v2a.10903,aug_v2a.05886,aug_v2a.15754,aug_v2a.02111,aug_v2a.23097"
CC	GO:0005762	mitochondrial large ribosomal subunit	11/1515	0.000383653	"aug_v2a.05513,aug_v2a.18158,aug_v2a.06304,aug_v2a.12058,aug_v2a.21917,aug_v2a.02425,aug_v2a.10903,aug_v2a.05886,aug_v2a.15754,aug_v2a.02111,aug_v2a.23097"
CC	GO:0000502	proteasome complex	21/1515	0.000383653	"aug_v2a.16543,aug_v2a.19304,aug_v2a.13922,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.01932,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.14417,aug_v2a.05104,aug_v2a.09732,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.19581,aug_v2a.01799,aug_v2a.13198"
CC	GO:1905369	endopeptidase complex	22/1515	0.000383653	"aug_v2a.16543,aug_v2a.19304,aug_v2a.13922,aug_v2a.19870,aug_v2a.21909,aug_v2a.04503,aug_v2a.00899,aug_v2a.01932,aug_v2a.22817,aug_v2a.10957,aug_v2a.20908,aug_v2a.14417,aug_v2a.05104,aug_v2a.09732,aug_v2a.07756,aug_v2a.24255,aug_v2a.22206,aug_v2a.01847,aug_v2a.08236,aug_v2a.19581,aug_v2a.01799,aug_v2a.13198"
CC	GO:1990204	oxidoreductase complex	17/1515	0.000403359	"aug_v2a.15228,aug_v2a.13600,aug_v2a.13262,aug_v2a.09057,aug_v2a.15002,aug_v2a.11746,aug_v2a.08118,aug_v2a.00772,aug_v2a.07730,aug_v2a.15215,aug_v2a.20028,aug_v2a.06506,aug_v2a.17730,aug_v2a.02501,aug_v2a.00999,aug_v2a.14677,aug_v2a.20029"
CC	GO:0045259	proton-transporting ATP synthase complex	7/1515	0.000413568	"aug_v2a.18234,aug_v2a.00371,aug_v2a.19829,aug_v2a.24463,aug_v2a.08506,aug_v2a.06376,aug_v2a.15570"
CC	GO:0030991	intraciliary transport particle A	8/1515	0.000591342	"aug_v2a.23343,aug_v2a.23461,aug_v2a.12747,aug_v2a.03842,aug_v2a.12959,aug_v2a.23559,aug_v2a.09475,aug_v2a.05972"
CC	GO:0000314	organellar small ribosomal subunit	7/1515	0.000805121	"aug_v2a.15047,aug_v2a.11900,aug_v2a.01628,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577,aug_v2a.12149"
CC	GO:0005763	mitochondrial small ribosomal subunit	7/1515	0.000805121	"aug_v2a.15047,aug_v2a.11900,aug_v2a.01628,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577,aug_v2a.12149"
CC	GO:0019774	"proteasome core complex, beta-subunit complex"	7/1515	0.000805121	"aug_v2a.19870,aug_v2a.22817,aug_v2a.20908,aug_v2a.07756,aug_v2a.08236,aug_v2a.19581,aug_v2a.13198"
CC	GO:0015935	small ribosomal subunit	12/1515	0.001050468	"aug_v2a.02923,aug_v2a.15047,aug_v2a.11900,aug_v2a.14235,aug_v2a.05432,aug_v2a.01628,aug_v2a.03905,aug_v2a.11405,aug_v2a.20577,aug_v2a.23295,aug_v2a.12149,aug_v2a.09618"
CC	GO:0005689	U12-type spliceosomal complex	9/1515	0.001461808	"aug_v2a.08670,aug_v2a.06682,aug_v2a.21819,aug_v2a.11444,aug_v2a.11687,aug_v2a.10933,aug_v2a.12811,aug_v2a.17597,aug_v2a.24148"
CC	GO:0005759	mitochondrial matrix	46/1515	0.001883305	"aug_v2a.10708,aug_v2a.02795,aug_v2a.03838,aug_v2a.09074,aug_v2a.17297,aug_v2a.00547,aug_v2a.13239,aug_v2a.17004,aug_v2a.05783,aug_v2a.12375,aug_v2a.04819,aug_v2a.08370,aug_v2a.07613,aug_v2a.15047,aug_v2a.21272,aug_v2a.05513,aug_v2a.10283,aug_v2a.18158,aug_v2a.06518,aug_v2a.06304,aug_v2a.11900,aug_v2a.16163,aug_v2a.08232,aug_v2a.12058,aug_v2a.21917,aug_v2a.02425,aug_v2a.13624,aug_v2a.01628,aug_v2a.10903,aug_v2a.13262,aug_v2a.05886,aug_v2a.06974,aug_v2a.03905,aug_v2a.11405,aug_v2a.08691,aug_v2a.22071,aug_v2a.20324,aug_v2a.15754,aug_v2a.20577,aug_v2a.12149,aug_v2a.22829,aug_v2a.02111,aug_v2a.08496,aug_v2a.23097,aug_v2a.10168,aug_v2a.08507"
CC	GO:0005643	nuclear pore	21/1515	0.001900697	"aug_v2a.21763,aug_v2a.16207,aug_v2a.19592,aug_v2a.17413,aug_v2a.19138,aug_v2a.01098,aug_v2a.19268,aug_v2a.10886,aug_v2a.11869,aug_v2a.03809,aug_v2a.03013,aug_v2a.24279,aug_v2a.08897,aug_v2a.09780,aug_v2a.03505,aug_v2a.12891,aug_v2a.21207,aug_v2a.09176,aug_v2a.08841,aug_v2a.09704,aug_v2a.00926"
CC	GO:0030867	rough endoplasmic reticulum membrane	9/1515	0.002088133	"aug_v2a.18018,aug_v2a.17807,aug_v2a.12529,aug_v2a.13656,aug_v2a.04477,aug_v2a.20741,aug_v2a.24535,aug_v2a.15119,aug_v2a.22534"
CC	GO:0036064	ciliary basal body	24/1515	0.002395695	"aug_v2a.02714,aug_v2a.03931,aug_v2a.23343,aug_v2a.14383,aug_v2a.11643,aug_v2a.04764,aug_v2a.24037,aug_v2a.02122,aug_v2a.23559,aug_v2a.09356,aug_v2a.12348,aug_v2a.13424,aug_v2a.15388,aug_v2a.06095,aug_v2a.06096,aug_v2a.18038,aug_v2a.05972,aug_v2a.06812,aug_v2a.18113,aug_v2a.07300,aug_v2a.16432,aug_v2a.08634,aug_v2a.10329,aug_v2a.02422"
CC	GO:0098573	intrinsic component of mitochondrial membrane	13/1515	0.005761476	"aug_v2a.11227,aug_v2a.13700,aug_v2a.01024,aug_v2a.18957,aug_v2a.21456,aug_v2a.03418,aug_v2a.24378,aug_v2a.06769,aug_v2a.02850,aug_v2a.17043,aug_v2a.00875,aug_v2a.05795,aug_v2a.21303"
CC	GO:0032592	integral component of mitochondrial membrane	12/1515	0.008303604	"aug_v2a.13700,aug_v2a.01024,aug_v2a.18957,aug_v2a.21456,aug_v2a.03418,aug_v2a.24378,aug_v2a.06769,aug_v2a.02850,aug_v2a.17043,aug_v2a.00875,aug_v2a.05795,aug_v2a.21303"
CC	GO:0005685	U1 snRNP	20/1515	0.008866636	"aug_v2a.00119,aug_v2a.08305,aug_v2a.18224,aug_v2a.02226,aug_v2a.22104,aug_v2a.24303,aug_v2a.06462,aug_v2a.01377,aug_v2a.20384,aug_v2a.00065,aug_v2a.20842,aug_v2a.07775,aug_v2a.23479,aug_v2a.07945,aug_v2a.23855,aug_v2a.08618,aug_v2a.18050,aug_v2a.06862,aug_v2a.17005,aug_v2a.03078"
CC	GO:0005686	U2 snRNP	6/1515	0.017969141	"aug_v2a.06682,aug_v2a.21819,aug_v2a.01578,aug_v2a.11687,aug_v2a.12811,aug_v2a.17597"
CC	GO:0033176	proton-transporting V-type ATPase complex	6/1515	0.017969141	"aug_v2a.01673,aug_v2a.16618,aug_v2a.03608,aug_v2a.02862,aug_v2a.09111,aug_v2a.00969"
CC	GO:0005828	kinetochore microtubule	5/1515	0.019415662	"aug_v2a.21790,aug_v2a.10463,aug_v2a.00986,aug_v2a.07581,aug_v2a.22278"
CC	GO:0031902	late endosome membrane	19/1515	0.020751731	"aug_v2a.12932,aug_v2a.20600,aug_v2a.15235,aug_v2a.19271,aug_v2a.18979,aug_v2a.01380,aug_v2a.15889,aug_v2a.16968,aug_v2a.02171,aug_v2a.05326,aug_v2a.08341,aug_v2a.13003,aug_v2a.14563,aug_v2a.10443,aug_v2a.00030,aug_v2a.10262,aug_v2a.00059,aug_v2a.15904,aug_v2a.04109"
CC	GO:0005791	rough endoplasmic reticulum	12/1515	0.026062058	"aug_v2a.18018,aug_v2a.10681,aug_v2a.21468,aug_v2a.17807,aug_v2a.12529,aug_v2a.19168,aug_v2a.13656,aug_v2a.04477,aug_v2a.20741,aug_v2a.24535,aug_v2a.15119,aug_v2a.22534"
CC	GO:0031968	organelle outer membrane	25/1515	0.035596248	"aug_v2a.11227,aug_v2a.10708,aug_v2a.02795,aug_v2a.16555,aug_v2a.13700,aug_v2a.00547,aug_v2a.18754,aug_v2a.18957,aug_v2a.13789,aug_v2a.12529,aug_v2a.01553,aug_v2a.19525,aug_v2a.00071,aug_v2a.09437,aug_v2a.21456,aug_v2a.03085,aug_v2a.01811,aug_v2a.01906,aug_v2a.02850,aug_v2a.17043,aug_v2a.13323,aug_v2a.05795,aug_v2a.19715,aug_v2a.13524,aug_v2a.00181"
CC	GO:0031306	intrinsic component of mitochondrial outer membrane	7/1515	0.035596248	"aug_v2a.11227,aug_v2a.13700,aug_v2a.18957,aug_v2a.21456,aug_v2a.02850,aug_v2a.17043,aug_v2a.05795"
